"","campaignid","sample","Macroalgae","Turf.algae","Stony.corals","Unconsolidated","Seagrasses","Sponges","Consolidated","Other","NetName","ResName","ResArea","ZoneName","ZoneIUCN","NatLegend","Area_KM2","GAZ_DATE","LATEST_GAZ","coords.x1","coords.x2"
"48","r20150526_024446_wa-gb-auv-01","PR_20150526_025743_067_FC16",16,0,0,36,40,0,8,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1949839,-33.5722166
"49","r20150526_024446_wa-gb-auv-01","PR_20150526_025753_573_FC16",20,0,0,56,20,4,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1948634,-33.5722039
"50","r20150526_024446_wa-gb-auv-01","PR_20150526_025804_078_FC16",48,0,0,16,32,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1947426,-33.5721921
"51","r20150526_024446_wa-gb-auv-01","PR_20150526_025814_583_FC16",40,8,0,8,40,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1946225,-33.572183
"52","r20150526_024446_wa-gb-auv-01","PR_20150526_025825_088_FC16",52,28,0,4,0,4,12,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945455,-33.5722318
"53","r20150526_024446_wa-gb-auv-01","PR_20150526_025835_594_FC16",24,4,0,40,32,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945745,-33.5723112
"54","r20150526_024446_wa-gb-auv-01","PR_20150526_025846_101_FC16",13.64,9.09,0,31.82,40.91,0,4.55,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945792,-33.5724121
"55","r20150526_024446_wa-gb-auv-01","PR_20150526_025856_607_FC16",52,4,0,20,16,0,8,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945792,-33.5725179
"56","r20150526_024446_wa-gb-auv-01","PR_20150526_025907_113_FC16",52,4,0,8,32,0,0,4,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945826,-33.5726212
"57","r20150526_024446_wa-gb-auv-01","PR_20150526_025917_619_FC16",52,0,0,20,16,0,12,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945866,-33.572725
"58","r20150526_024446_wa-gb-auv-01","PR_20150526_025928_125_FC16",48,0,0,12,28,0,8,4,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945816,-33.5728262
"59","r20150526_024446_wa-gb-auv-01","PR_20150526_025938_631_FC16",60,0,0,16,24,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945792,-33.5729263
"60","r20150526_024446_wa-gb-auv-01","PR_20150526_025949_136_FC16",8,0,0,68,24,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945822,-33.5730263
"61","r20150526_024446_wa-gb-auv-01","PR_20150526_025959_641_FC16",0,0,0,84,16,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945825,-33.5731241
"62","r20150526_024446_wa-gb-auv-01","PR_20150526_030010_146_FC16",12,0,0,60,28,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945785,-33.5732245
"63","r20150526_024446_wa-gb-auv-01","PR_20150526_030020_650_FC16",12,0,0,60,28,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.194581,-33.5733276
"64","r20150526_024446_wa-gb-auv-01","PR_20150526_030031_155_FC16",4.17,0,0,45.83,50,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945719,-33.5734314
"65","r20150526_024446_wa-gb-auv-01","PR_20150526_030041_659_FC16",33.33,0,0,25,41.67,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.194563,-33.5735367
"66","r20150526_024446_wa-gb-auv-01","PR_20150526_030052_164_FC16",0,0,0,88,8,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945614,-33.5736394
"67","r20150526_024446_wa-gb-auv-01","PR_20150526_030102_669_FC16",0,0,0,64,36,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945507,-33.5737401
"68","r20150526_024446_wa-gb-auv-01","PR_20150526_030113_175_FC16",0,0,0,56,44,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1945454,-33.5738423
"69","r20150526_024446_wa-gb-auv-01","PR_20150526_030123_681_FC16",0,0,0,60,36,0,0,4,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.194538,-33.5739413
"70","r20150526_024446_wa-gb-auv-01","PR_20150526_030134_186_FC16",24,4,0,28,44,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1944978,-33.5740194
"71","r20150526_024446_wa-gb-auv-01","PR_20150526_030144_692_FC16",8,4,0,28,60,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1943845,-33.5739937
"72","r20150526_024446_wa-gb-auv-01","PR_20150526_030155_197_FC16",20,0,0,28,52,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1942562,-33.5739766
"73","r20150526_024446_wa-gb-auv-01","PR_20150526_030205_701_FC16",0,0,0,28,72,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1941302,-33.5739597
"74","r20150526_024446_wa-gb-auv-01","PR_20150526_030216_206_FC16",32,0,0,4,48,0,16,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1940041,-33.5739419
"75","r20150526_024446_wa-gb-auv-01","PR_20150526_030226_711_FC16",0,16,0,52,32,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1938805,-33.5739204
"76","r20150526_024446_wa-gb-auv-01","PR_20150526_030237_216_FC16",24,0,0,56,16,0,0,4,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1937619,-33.5739068
"77","r20150526_024446_wa-gb-auv-01","PR_20150526_030247_721_FC16",4,0,0,56,40,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1936437,-33.5738901
"78","r20150526_024446_wa-gb-auv-01","PR_20150526_030258_226_FC16",12,0,0,32,56,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.193523,-33.5738725
"79","r20150526_024446_wa-gb-auv-01","PR_20150526_030308_730_FC16",60,0,0,36,0,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1934039,-33.5738537
"80","r20150526_024446_wa-gb-auv-01","PR_20150526_030319_234_FC16",36,0,0,8,56,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1932854,-33.5738393
"81","r20150526_024446_wa-gb-auv-01","PR_20150526_030329_737_FC16",24,4,0,28,44,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.193168,-33.5738234
"82","r20150526_024446_wa-gb-auv-01","PR_20150526_030340_241_FC16",44,0,0,24,32,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1930953,-33.5737756
"83","r20150526_024446_wa-gb-auv-01","PR_20150526_030350_745_FC16",8,24,0,40,28,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1931319,-33.5736904
"84","r20150526_024446_wa-gb-auv-01","PR_20150526_030401_248_FC16",4,0,0,24,72,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1931479,-33.5735877
"85","r20150526_024446_wa-gb-auv-01","PR_20150526_030411_752_FC16",12,44,0,36,8,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1931617,-33.5734866
"86","r20150526_024446_wa-gb-auv-01","PR_20150526_030422_254_FC16",4,0,0,0,96,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1931804,-33.5733856
"87","r20150526_024446_wa-gb-auv-01","PR_20150526_030432_757_FC16",16,0,0,32,52,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1931987,-33.5732842
"88","r20150526_024446_wa-gb-auv-01","PR_20150526_030443_259_FC16",20,0,0,32,48,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1932148,-33.5731834
"89","r20150526_024446_wa-gb-auv-01","PR_20150526_030453_763_FC16",24,8,0,52,16,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1932307,-33.5730837
"90","r20150526_024446_wa-gb-auv-01","PR_20150526_030504_267_FC16",32,8,0,20,36,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1932485,-33.5729861
"91","r20150526_024446_wa-gb-auv-01","PR_20150526_030514_771_FC16",40,4,0,28,24,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1932682,-33.5728871
"92","r20150526_024446_wa-gb-auv-01","PR_20150526_030525_276_FC16",44,4,0,8,44,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1932861,-33.5727868
"93","r20150526_024446_wa-gb-auv-01","PR_20150526_030535_781_FC16",12,12,0,56,20,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.193298,-33.5726836
"94","r20150526_024446_wa-gb-auv-01","PR_20150526_030546_287_FC16",44,0,0,4,52,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.193315,-33.572585
"95","r20150526_024446_wa-gb-auv-01","PR_20150526_030556_793_FC16",52,36,0,4,8,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1933361,-33.5724866
"96","r20150526_024446_wa-gb-auv-01","PR_20150526_030607_298_FC16",40,0,0,24,36,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1933465,-33.5723853
"97","r20150526_024446_wa-gb-auv-01","PR_20150526_030617_803_FC16",4,0,0,72,24,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1933609,-33.5722875
"98","r20150526_024446_wa-gb-auv-01","PR_20150526_030628_308_FC16",12,0,0,52,36,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1933795,-33.5721939
"99","r20150526_024446_wa-gb-auv-01","PR_20150526_030638_813_FC16",0,4,0,60,36,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1933969,-33.5720936
"100","r20150526_024446_wa-gb-auv-01","PR_20150526_030649_319_FC16",48,0,0,28,24,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1933959,-33.5719968
"101","r20150526_024446_wa-gb-auv-01","PR_20150526_030659_823_FC16",8,0,0,24,68,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1933085,-33.5719669
