"","campaignid","sample","Macroalgae","Turf.algae","Stony.corals","Unconsolidated","Seagrasses","Sponges","Consolidated","NetName","ResName","ResArea","ZoneName","ZoneIUCN","NatLegend","Area_KM2","GAZ_DATE","LATEST_GAZ","coords.x1","coords.x2"
"80","2014-12_Geographe_Bay_stereoBRUVs","10004",10.53,31.58,0,21.05,31.58,5.26,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.3976,-33.4039167
"81","2014-12_Geographe_Bay_stereoBRUVs","10005",10.53,26.32,0,63.16,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.3694,-33.4777667
"82","2014-12_Geographe_Bay_stereoBRUVs","101",0,0,0,37.5,62.5,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.37675,-33.3885833
"83","2014-12_Geographe_Bay_stereoBRUVs","102",0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1196,-33.5185
"84","2014-12_Geographe_Bay_stereoBRUVs","103",0,31.82,0,9.09,59.09,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.4547167,-33.4581167
"85","2014-12_Geographe_Bay_stereoBRUVs","1038",0,20,0,0,80,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.4200167,-33.5333333
"86","2014-12_Geographe_Bay_stereoBRUVs","104",0,47.62,0,47.62,0,4.76,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.2450667,-33.4597333
"87","2014-12_Geographe_Bay_stereoBRUVs","106",0,0,0,0,100,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.3451333,-33.57825
"88","2014-12_Geographe_Bay_stereoBRUVs","107",0,28,0,8,64,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.1881167,-33.5833333
"89","2014-12_Geographe_Bay_stereoBRUVs","108",0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.1676667,-33.4690833
"90","2014-12_Geographe_Bay_stereoBRUVs","11",0,5,0,20,75,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2958167,-33.5712167
"91","2014-12_Geographe_Bay_stereoBRUVs","110",0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.3556833,-33.4022667
"92","2014-12_Geographe_Bay_stereoBRUVs","1108",0,0,0,13.33,86.66,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.41435,-33.5580167
"93","2014-12_Geographe_Bay_stereoBRUVs","111",0,25,0,5,70,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.3219167,-33.5369
"94","2014-12_Geographe_Bay_stereoBRUVs","112",42.31,0,0,0,57.7,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.5224,-33.4052
"95","2014-12_Geographe_Bay_stereoBRUVs","113",0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.27785,-33.3658333
"96","2014-12_Geographe_Bay_stereoBRUVs","114",0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.1639167,-33.3984333
"97","2014-12_Geographe_Bay_stereoBRUVs","115",0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.4064667,-33.4446333
"98","2014-12_Geographe_Bay_stereoBRUVs","116",0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2863667,-33.4981667
"99","2014-12_Geographe_Bay_stereoBRUVs","119",15,70,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.5567333,-33.4388333
"100","2014-12_Geographe_Bay_stereoBRUVs","11R1",0,20,0,80,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.3694,-33.35885
"101","2014-12_Geographe_Bay_stereoBRUVs","11R2",0,43.48,0,4.35,52.17,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.5076167,-33.3967333
"102","2014-12_Geographe_Bay_stereoBRUVs","11R3",0,0,0,0,100,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.5204667,-33.41215
"103","2014-12_Geographe_Bay_stereoBRUVs","11R4",54.16,45.83,0,0,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.51755,-33.4197
"104","2014-12_Geographe_Bay_stereoBRUVs","12",0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.2615667,-33.40395
"105","2014-12_Geographe_Bay_stereoBRUVs","122",0,4.76,0,19.05,76.19,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.4020833,-33.5375
"106","2014-12_Geographe_Bay_stereoBRUVs","12RC1",0,30,0,20,0,0,50,"South-west","Geographe",976.656117,"Habitat Protection Zone","IV","Habitat Protection Zone (IUCN IV)",21.0728286984,"1899/12/30","1899/12/30",115.2132833,-33.5932167
"107","2014-12_Geographe_Bay_stereoBRUVs","12RC2",0,30,0,5,65,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.23785,-33.5916
"108","2014-12_Geographe_Bay_stereoBRUVs","12RC3",0,100,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.24145,-33.5914667
"109","2014-12_Geographe_Bay_stereoBRUVs","12RC5",25,75,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.3443,-33.5621333
"110","2014-12_Geographe_Bay_stereoBRUVs","12RC6",0,100,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.3481333,-33.5711
"111","2014-12_Geographe_Bay_stereoBRUVs","12RC7",20,80,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.41785,-33.5118
"112","2014-12_Geographe_Bay_stereoBRUVs","12RC8",65.39,34.62,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.41815,-33.5148667
"113","2014-12_Geographe_Bay_stereoBRUVs","12RC9",4.76,95.24,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.4064167,-33.5162167
"114","2014-12_Geographe_Bay_stereoBRUVs","13",0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.0925167,-33.4501833
"115","2014-12_Geographe_Bay_stereoBRUVs","135",0,60,0,0,35,5,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.4207333,-33.50185
"116","2014-12_Geographe_Bay_stereoBRUVs","138",0,21.05,0,0,78.95,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.1139333,-33.5808333
"117","2014-12_Geographe_Bay_stereoBRUVs","139",0,45,0,0,55,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2736667,-33.60325
"118","2014-12_Geographe_Bay_stereoBRUVs","13RC1",24,76,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.43075,-33.5059833
"119","2014-12_Geographe_Bay_stereoBRUVs","13RC11",0,0,0,14.28,85.71,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.36925,-33.3740333
"120","2014-12_Geographe_Bay_stereoBRUVs","13RC12",0,0,0,47.62,52.38,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.3668167,-33.3743667
"121","2014-12_Geographe_Bay_stereoBRUVs","13RC15",6.25,37.5,0,6.25,50,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.3559333,-33.3768333
"122","2014-12_Geographe_Bay_stereoBRUVs","13RC2",13.79,86.21,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.45595,-33.49485
"123","2014-12_Geographe_Bay_stereoBRUVs","13RC3",41.66,58.33,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.45155,-33.4839333
"124","2014-12_Geographe_Bay_stereoBRUVs","13RC4",0,28.57,0,0,71.43,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.3964667,-33.4993833
"125","2014-12_Geographe_Bay_stereoBRUVs","13RC5",0,0,0,28.57,71.43,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.4656167,-33.4839333
"126","2014-12_Geographe_Bay_stereoBRUVs","13RC6",0,0,0,89.47,10.53,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.3892333,-33.3809667
"127","2014-12_Geographe_Bay_stereoBRUVs","13RC7",0,0,0,5.26,94.74,0,0,"South-west","Geographe",976.656117,"Special Purpose Zone (Mining Exclusion)","VI","Special Purpose Zone (Mining Exclusion) (IUCN VI)",649.583230249,"1899/12/30","1899/12/30",115.38605,-33.3774333
